"image,""Approach_mean"",""Approach_sd"",""Arousal_mean"",""Arousal_sd"",""Attention_mean"",""Attention_sd"",""Certainty_mean"",""Certainty_sd"",""Commitment_mean"",""Commitment_sd"",""Control_mean"",""Control_sd"",""Dominance_mean"",""Dominance_sd"",""Effort_mean"",""Effort_sd"",""Fairness_mean"",""Fairness_sd"",""Identity_mean"",""Identity_sd"",""Obstruction_mean"",""Obstruction_sd"",""Safety_mean"",""Safety_sd"",""Upswing_mean"",""Upswing_sd"",""Valence_mean"",""Valence_sd"""
stimuli/image_001.jpg,6.972544638,2.7930077610683,6.06703866785714,3.11748573420155,5.73529276371429,1.42372382094467,4.87241400657143,1.37597224023594,5.71330689928571,2.7314265555099,5.37523809685714,2.09549610654862,4.98847228842857,2.21227799854232,4.793022569,2.59373850168553,4.94707509671429,2.20024121168852,5.31803899857143,2.48211303394404,5.00842432257143,2.28349626009871,5.52840609914286,2.36223118117826,6.11211144985714,2.52710175300209,6.24193946971429,2.50107346462458
stimuli/image_002.jpg,3.95642031871429,2.96135075507401,4.86969740771429,2.31430324994867,4.68714115842857,1.86397390505461,5.037002389,0.929088140162497,5.97888883085714,2.15012852680147,4.69059854014286,1.88455096804867,5.42676264357143,1.35742232241023,5.41864755942857,1.87816548114635,4.883363105,1.53444690149113,4.83907730842857,2.70953853765369,4.05378308485714,1.96486627578033,5.02699239728571,2.60519601982498,4.72594416542857,1.88505634173275,5.45616407128571,2.22613200032438
stimuli/image_003.jpg,4.65588293657143,3.24119506342165,6.51864916928571,2.13637065603396,5.47785222785714,1.20129679407923,5.31764895957143,1.96484460654419,5.90058534171429,2.74874231086063,4.73840776714286,2.78878155808736,4.81779438471429,2.4250655482419,5.54523313328571,1.46428986061413,4.23069777571428,1.38779357614815,4.388553294,1.66020864535016,4.57428735971429,2.5388745837159,3.28117067842857,1.57619227336669,5.21466596171429,2.93707916138558,5.33814154242857,2.9992040505401
stimuli/image_004.jpg,6.37049274914286,2.70325965979885,5.89955351157143,2.15564880872922,4.74529425571429,2.70796999968089,6.26801255171429,1.80557359826383,3.29125989814286,1.97176717246428,5.33969424614286,2.23070304187313,5.689856167,2.10480778265802,5.06727350385714,2.23907191364151,3.90910053642857,2.08914031608033,4.21246360342857,1.7500837419355,2.96794646,1.61148173646443,4.99596729257143,3.01207734695311,5.09737766814286,1.96496566559357,5.07099701571429,2.72342191670408
stimuli/image_005.jpg,6.33795483142857,1.51808045910015,4.98905927471429,2.16535776348015,5.58271171771429,1.53358156666056,5.47786053457143,2.71721691867702,5.80281916057143,1.37958090745524,6.32672462742857,1.77906737729147,5.03702216657143,1.70287675383268,5.84554728514286,2.5451787527338,4.48500002342857,1.84681685017682,6.73081849771429,1.48645418735084,4.78176427757143,0.818418351452719,5.70321260485714,0.991430056051549,5.73796957842857,1.00700022018382,6.51915679271429,1.5480659183584
stimuli/image_006.jpg,5.36920639928571,2.91460496589112,5.80779940814286,2.46171764927479,5.30254138614286,2.57855270548484,5.23842257714286,2.44058564847639,4.73699250085714,1.96380290525208,4.92252480471429,1.80750972720101,3.77913195171429,1.69698544930714,6.12949402585714,2.1092101577029,4.84916337914286,0.473488742447618,5.395021527,1.70813465815645,4.66554396542857,1.0466805982507,4.13309202328571,1.10144814631689,5.38499344771429,2.37316219137922,5.9571495,2.33477946653209
stimuli/image_007.jpg,6.83683379628571,2.7394215385762,6.53985451685714,1.5476559952636,5.92828209285714,2.51565493982811,5.751931254,2.42792492631901,5.721698119,2.47028514151008,5.74627812942857,2.34845779159954,5.38019846442857,2.32984410699257,5.27730987128571,2.41437421621129,4.71607637285714,2.71484142214579,6.15588294928571,2.07216126341042,4.41495706228571,2.75753934559974,5.58666339057143,2.03340618852288,5.40315149371429,2.30901758822515,6.28589780128571,2.03453082575987
stimuli/image_008.jpg,3.93823919871429,2.58012828856474,4.474318754,1.63776580934785,5.06959650271429,2.41187594712816,4.49835324257143,2.35690637170386,3.41493390114286,1.47427432557373,3.246850213,1.78237490129818,2.99338950585714,1.5555577772599,5.12753138485714,1.65437240303707,4.39323413342857,0.97615390177052,3.99796129342857,1.59319474124137,4.08387898128571,1.47169870252702,4.02930888985714,2.50467600904398,4.13760914314286,1.2676599095628,3.50750329228571,1.37661698592986
stimuli/image_009.jpg,5.29813657814286,3.23389377972329,3.60455526614286,2.2790595643609,4.44527949414286,2.17882537596865,5.32673790185714,2.30003873647103,4.29997856828571,1.54863474142131,5.40474712385714,2.48520854198347,4.13751820085714,1.76173209653418,3.37988587471429,1.58347415542411,4.49068297685714,1.96931859163567,4.66674442342857,1.9160485513085,3.20941140314286,1.53117276584496,5.96829205542857,2.63868764896781,4.71451225328571,2.13589512998908,4.86380462485714,2.40971113102936
stimuli/image_010.jpg,5.96702554057143,2.33008121594382,4.78912706171429,2.33786607341524,4.65523324142857,2.17188959315907,5.34299445585714,2.08039318205041,5.76934030685714,2.23973598197374,5.40700894457143,2.02392473133177,4.81848554185714,1.73017778892948,4.80527780671429,2.35991618460906,4.68985287614286,1.83593507685744,5.00772652257143,2.0616830255618,4.148948411,1.87819780204259,5.73529105057143,2.31075760518073,5.10465781242857,1.89950200586258,5.81422127857143,2.22707792866171
